Number,Long Description (Family),Compatible Standard,Manufacturer,Material,Material Code,Long Description (Size),Short Description,Spec,Size,Line Number Tag,Design Std,Content Iso Symbol Definition,Design Pressure Factor,End Type,Engagement Length,Facing,Flange Std,Gasket Std,Port Unit,Nominal Diameter,X Coordinate (Port 1),Y Coordinate (Port 1),COP Elevation (Port 1),Pressure Class,Schedule,Status,Wall Thickness,Weight,Weight Unit,Required Spec,Insulation Thickness,Insulation Type,Service,Tag,Tie In Number,Shop/Field,DWG Number,PnPID,Item Code,Matching Pipe OD,Flange Thickness,Center of Gravity X,Center of Gravity Y,Center of Gravity Z,Tracing Type,Tracing Spec,Insulation Spec,Spool Number,Unit,Top of Pipe,Bottom of Pipe,Length,Valve Alignment,Valve Detail,Valve Body Type,Flow Dependent,Offset,Operator Type,Actuator Type,Actuator Height,Actuator Width,Control Valve,Valve Code,Normally,Failure,End Connections,Code
,"Gate Valve, Solid Wedge, 150 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 4"" ND, 150 LB, RF, ASME B16.10, 9"" LG, ASTM A216 GR WPB, HAND WHEEL, H=27"", W=11 3/4""",Gate Valve,CS150,"4""",6-P-1051,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,7858,895.783,47.168768,150,,New,,,,,,,,?-?,,SHOP,,35061,,4.5,,,,,,,,,,49.418768,44.918768,9,Inline,Continuous,Gate,False,,Manual,HandWheel,27,11.75,,,,,,
,"Butterfly Valve, Offset, 300 LB, WFR, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 4"" ND, 300 LB, WFR, RF, ASME B16.10, 2 3/25"" LG, ASTM A216 GR WPB, HAND LEVER, H=6 3/4"", W=10 1/2""",Butterfly Valve,CS300,"4""",6-P-1023,Offset,"SKEY=VYFL,TYPE=VALVE",,WF,0,RF,ASME B16.5,,in,4,8360,687.015,585.9055,300,,New,,,,,,,,?-?,,SHOP,,35093,,4.5,,,,,,,,,,588.1555,583.6555,2.12,Inline,Continuous,Butterfly,False,,Manual,HandLever,6.75,10.5,,,,,,
,"Gate Valve, Solid Wedge, 150 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 4"" ND, 150 LB, RF, ASME B16.10, 9"" LG, ASTM A216 GR WPB, HAND WHEEL, H=27"", W=11 3/4""",Gate Valve,CS150,"4""",6-P-1041,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,7858,1079.8435,47.168768,150,,New,,,,,,,,?-?,,SHOP,,35187,,4.5,,,,,,,,,,49.418768,44.918768,9,Inline,Continuous,Gate,False,,Manual,HandWheel,27,11.75,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, FPT, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 3/4"" ND, 300 LB, FPT, ASME B16.10, 6"" LG, ASTM A216 GR WPB, HAND WHEEL, H=18"", W=9 3/4""",Gate Valve,CS300,"3/4""",6-P-1050,Solid Wedge,"SKEY=VTSC,TYPE=VALVE",,THDF,0.55,,,,in,0.75,8006.594505,1238.713647,501.047941,300,,New,,,,,,,,?-?,,SHOP,,35221,,1.05,,,,,,,,,,501.572941,500.522941,6,Inline,Continuous,Gate,False,,Manual,HandWheel,18,9.75,,,,,,
,"Gate Valve, Double Disc, 300 LB, RF, ASME B16.10, ASTM A 351 Gr CF8M, Hand Wheel",ASME B16.10,,CS,ASTM A 351 Gr CF8M,"GATE VALVE, DOUBLE DISC, 8"" ND, 300 LB, RF, ASME B16.10, 16 1/2"" LG, ASTM A 351 GR CF8M, HAND WHEEL, H=43"", W=23 1/2""",Gate Valve,CS300,"8""",6-P-1022,Double Disc,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,8,8097.000005,650.431,28.412,300,,New,,,,,,,,?-?,,SHOP,,35289,,8.625,,,,,,,,,,32.7245,24.0995,16.5,Inline,Continuous,Gate,False,,Manual,HandWheel,43,23.5,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 8"" ND, 300 LB, RF, ASME B16.10, 16 1/2"" LG, ASTM A216 GR WPB, HAND WHEEL, H=43"", W=23 1/2""",Gate Valve,CS300,"8""",6-P-1021,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,8,7369,997.9745,29.4745,300,,New,,,,,,,,?-?,,SHOP,,35297,,8.625,,,,,,,,,,33.787,25.162,16.5,Inline,Continuous,Gate,False,,Manual,HandWheel,43,23.5,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 6"" ND, 300 LB, RF, ASME B16.10, 15 22/25"" LG, ASTM A216 GR WPB, HAND WHEEL, H=36"", W=19 1/2""",Gate Valve,CS300,"6""",6-P-1058,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,6,7369,712.431,24.9745,300,,New,,,,,,,,?-?,,SHOP,,35339,,6.625,,,,,,,,,,28.287,21.662,15.88,Inline,Continuous,Gate,False,,Manual,HandWheel,36,19.5,,,,,,
,CP IMPERIAL Valve,,,,,CP IMPERIAL Valve,Valve,CustomParts Imperial,"3""",6-P-1057,,"SKEY=VVFL,TYPE=VALVE",,FL,,,,,in,3,7601.064075,1000,315.025496,300,,New,,,,,,,,?-?,,SHOP,,35344,,3.5,,,,,,,,,,316.775496,313.275496,17.5,Inline,,,False,False,,,,,,,,,,
,"Butterfly Valve, Offset, 300 LB, WFR, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 4"" ND, 300 LB, WFR, RF, ASME B16.10, 2 3/25"" LG, ASTM A216 GR WPB, HAND LEVER, H=6 3/4"", W=10 1/2""",Butterfly Valve,CS300,"4""",6-P-1026,Offset,"SKEY=VYFL,TYPE=VALVE",,WF,0,RF,ASME B16.5,,in,4,7384,507.015,585.9055,300,,New,,,,,,,,?-?,,SHOP,,35354,,4.5,,,,,,,,,,588.1555,583.6555,2.12,Inline,Continuous,Butterfly,False,,Manual,HandLever,6.75,10.5,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, FPT, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 3/4"" ND, 300 LB, FPT, ASME B16.10, 6"" LG, ASTM A216 GR WPB, HAND WHEEL, H=18"", W=9 3/4""",Gate Valve,CS300,"3/4""",6-P-1049,Solid Wedge,"SKEY=VTSC,TYPE=VALVE",,THDF,0.55,,,,in,0.75,7992.594499,1099.713647,596.870441,300,,New,,,,,,,,?-?,,SHOP,,35372,,1.05,,,,,,,,,,597.395441,596.345441,6,Inline,Continuous,Gate,False,,Manual,HandWheel,18,9.75,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A216 GR WPB, HAND WHEEL, H=27"", W=15 3/4""",Gate Valve,CS300,"4""",6-P-1033,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,8331.496574,2470.860376,534,300,,New,,,,,,,,?-?,,SHOP,,35399,,4.5,,,,,,,,,,536.25,531.75,12,Inline,Continuous,Gate,False,,Manual,HandWheel,27,15.75,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A216 GR WPB, HAND WHEEL, H=27"", W=15 3/4""",Gate Valve,CS300,"4""",6-P-1051,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,7669.5,851,40.439,300,,New,,,,,,,,?-?,,SHOP,,35451,,4.5,,,,,,,,,,42.689,38.189,12,Inline,Continuous,Gate,False,,Manual,HandWheel,27,15.75,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A216 GR WPB, HAND WHEEL, H=27"", W=15 3/4""",Gate Valve,CS300,"4""",6-P-1009,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,8085.655504,534.632468,108,300,,New,,,,,,,P,?-?,,SHOP,,35472,,4.5,,,,,,,,,,110.25,105.75,12,Inline,Continuous,Gate,False,,Manual,HandWheel,27,15.75,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A216 GR WPB, HAND WHEEL, H=27"", W=15 3/4""",Gate Valve,CS300,"4""",6-P-1017,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,7803.391598,2655.447258,12,300,,New,,,,,,,,?-?,,SHOP,,35484,,4.5,,,,,,,,,,14.25,9.75,12,Inline,Continuous,Gate,False,,Manual,HandWheel,27,15.75,,,,,,
,"Ball Valve, Long Pattern, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BALL VALVE, LONG PATTERN, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A216 GR WPB, HAND LEVER, H=5 69/100"", W=10 1/2""",Ball Valve,CS300,"4""",6-P-1019,Long Pattern,"SKEY=VBFL,TYPE=VALVE",,FL,,RF,,,in,4,7680,3040,324.925224,300,,New,,,,,,,,?-?,,SHOP,,35512,,4.5,,,,,,,,,,327.175224,322.675224,12,Inline,Continuous,Ball,False,,Manual,HandLever,5.69,10.5,,,,,,
,"Gate Valve, Double Disc, 300 LB, RF, ASME B16.10, ASTM A 351 Gr CF8M, Hand Wheel",ASME B16.10,,CS,ASTM A 351 Gr CF8M,"GATE VALVE, DOUBLE DISC, 10"" ND, 300 LB, RF, ASME B16.10, 18"" LG, ASTM A 351 GR CF8M, HAND WHEEL, H=49"", W=23 13/25""",Gate Valve,CS300,"10""",P1003,Double Disc,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,10,7858,639.025944,45.8395,300,,New,,,,,,,,?-?,,SHOP,,35686,,10.75,,,,,,,,,,51.2145,40.4645,18,Inline,Continuous,Gate,False,,Manual,HandWheel,49,23.52,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 6"" ND, 300 LB, RF, ASME B16.10, 15 22/25"" LG, ASTM A216 GR WPB, HAND WHEEL, H=36"", W=19 1/2""",Gate Valve,CS300,"6""",6-P-1045,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,6,8375.000005,675.569,24.9745,300,,New,,,,,,,,?-?,,SHOP,,35798,,6.625,,,,,,,,,,28.287,21.662,15.88,Inline,Continuous,Gate,False,,Manual,HandWheel,36,19.5,,,,,,
,"Butterfly Valve, Offset, 300 LB, WFR, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 3"" ND, 300 LB, WFR, RF, ASME B16.10, 1 22/25"" LG, ASTM A216 GR WPB, HAND LEVER, H=6 1/4"", W=6 1/2""",Butterfly Valve,CS300,"3""",6-P-1033,Offset,"SKEY=VYFL,TYPE=VALVE",,WF,0,RF,ASME B16.5,,in,3,8322.14141,2480.21554,504,300,,New,,,,,,,,?-?,,SHOP,,35813,,3.5,,,,,,,,,,505.75,502.25,1.88,Inline,Continuous,Butterfly,False,,Manual,HandLever,6.25,6.5,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, FPT, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 3/4"" ND, 300 LB, FPT, ASME B16.10, 6"" LG, ASTM A216 GR WPB, HAND WHEEL, H=18"", W=9 3/4""",Gate Valve,CS300,"3/4""",6-P-1004,Solid Wedge,"SKEY=VTSC,TYPE=VALVE",,THDF,0.55,,,,in,0.75,8280,1539.011922,683.563914,300,,New,,,,,,,P,?-?,,SHOP,,35853,,1.05,,,,,,,,,,684.088914,683.038914,6,Inline,Continuous,Gate,False,,Manual,HandWheel,18,9.75,,,,,,
,"Butterfly Valve, Offset, 300 LB, WFR, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 4"" ND, 300 LB, WFR, RF, ASME B16.10, 2 3/25"" LG, ASTM A216 GR WPB, HAND LEVER, H=6 3/4"", W=10 1/2""",Butterfly Valve,CS300,"4""",6-P-1022,Offset,"SKEY=VYFL,TYPE=VALVE",,WF,0,RF,ASME B16.5,,in,4,8360,1047.015,626.0945,300,,New,,,,,,,,?-?,,SHOP,,36012,,4.5,,,,,,,,,,628.3445,623.8445,2.12,Inline,Continuous,Butterfly,False,,Manual,HandLever,6.75,10.5,,,,,,
,"Gate Valve, Solid Wedge, 150 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 4"" ND, 150 LB, RF, ASME B16.10, 9"" LG, ASTM A216 GR WPB, HAND WHEEL, H=27"", W=11 3/4""",Gate Valve,CS150,"4""",6-P-1010,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,8224.290182,1983.861827,636,150,,New,,,,,,,P,?-?,,SHOP,,36076,,4.5,,,,,,,,,,638.25,633.75,9,Inline,Continuous,Gate,False,,Manual,HandWheel,27,11.75,,,,,,
,"Gate Valve, Double Disc, 300 LB, RF, ASME B16.10, ASTM A 351 Gr CF8M, Hand Wheel",ASME B16.10,,CS,ASTM A 351 Gr CF8M,"GATE VALVE, DOUBLE DISC, 6"" ND, 300 LB, RF, ASME B16.10, 15 22/25"" LG, ASTM A 351 GR CF8M, HAND WHEEL, H=36"", W=19 1/2""",Gate Valve,CS300,"6""",6-P-1046,Double Disc,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,6,8094.294359,690.26778,315.025496,300,,New,,,,,,,,?-?,,SHOP,,36079,,6.625,,,,,,,,,,318.337996,311.712996,15.88,Inline,Continuous,Gate,False,,Manual,HandWheel,36,19.5,,,,,,
,"Gate Valve, Solid Wedge, 150 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 4"" ND, 150 LB, RF, ASME B16.10, 9"" LG, ASTM A216 GR WPB, HAND WHEEL, H=27"", W=11 3/4""",Gate Valve,CS150,"4""",6-P-1056,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,7858,549.5,47.168768,150,,New,,,,,,,,?-?,,SHOP,,36168,,4.5,,,,,,,,,,49.418768,44.918768,9,Inline,Continuous,Gate,False,,Manual,HandWheel,27,11.75,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A216 GR WPB, HAND WHEEL, H=27"", W=15 3/4""",Gate Valve,CS300,"4""",6-P-1051,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,7669.5,754,40.439,300,,New,,,,,,,,?-?,,SHOP,,36180,,4.5,,,,,,,,,,42.689,38.189,12,Inline,Continuous,Gate,False,,Manual,HandWheel,27,15.75,,,,,,
,"Butterfly Valve, Offset, 300 LB, LUG, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 4"" ND, 300 LB, LUG, RF, ASME B16.10, 2 3/25"" LG, ASTM A216 GR WPB, HAND LEVER, H=6 3/4"", W=10 1/2""",Butterfly Valve,CS300,"4""",6-P-1027,Offset,"SKEY=VYFL,TYPE=VALVE",,LUG,0,RF,ASME B16.5,,in,4,7384,327.015,626.0945,300,,New,,,,,,,,?-?,,SHOP,,36196,,4.5,,,,,,,,,,628.3445,623.8445,2.12,Inline,Continuous,Butterfly,False,,Manual,HandLever,6.75,10.5,,,,,,
,"Gate Valve, Double Disc, 150 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, DOUBLE DISC, 4"" ND, 150 LB, RF, ASME B16.10, 9"" LG, ASTM A216 GR WPB, HAND WHEEL, H=27"", W=11 3/4""",Gate Valve,CS150,"4""",6-P-1011,Double Disc,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,8185.275465,2054.283,56.168768,150,,New,,,,,,,P,?-?,,SHOP,,36350,,4.5,,,,,,,,,,58.418768,53.918768,9,Inline,Continuous,Gate,False,,Manual,HandWheel,27,11.75,,,,,,
,"Gate Valve, Solid Wedge, 150 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 4"" ND, 150 LB, RF, ASME B16.10, 9"" LG, ASTM A216 GR WPB, HAND WHEEL, H=27"", W=11 3/4""",Gate Valve,CS150,"4""",6-P-1010,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,8242.521596,1957.82467,659.168768,150,,New,,,,,,,P,?-?,,SHOP,,36377,,4.5,,,,,,,,,,661.418768,656.918768,9,Inline,Continuous,Gate,False,,Manual,HandWheel,27,11.75,,,,,,
,CP IMPERIAL Valve,,,,,CP IMPERIAL Valve,Valve,CustomParts Imperial,"8""",6-P-1035,,"SKEY=VVFL,TYPE=VALVE",,WF,,RF,,,in,8,8203.035503,2403.351666,22.9335,300,,New,,,,,,,,?-?,,SHOP,,36404,,8.625,,,,,,,,,,27.246,18.621,43.125,Inline,,,False,False,,,,,,,,,,
,"Butterfly Valve, Offset, 300 LB, WFR, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 4"" ND, 300 LB, WFR, RF, ASME B16.10, 2 3/25"" LG, ASTM A216 GR WPB, HAND LEVER, H=6 3/4"", W=10 1/2""",Butterfly Valve,CS300,"4""",6-P-1023,Offset,"SKEY=VYFL,TYPE=VALVE",,WF,0,RF,ASME B16.5,,in,4,8360,1107.015,585.9055,300,,New,,,,,,,,?-?,,SHOP,,36485,,4.5,,,,,,,,,,588.1555,583.6555,2.12,Inline,Continuous,Butterfly,False,,Manual,HandLever,6.75,10.5,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 6"" ND, 300 LB, RF, ASME B16.10, 15 22/25"" LG, ASTM A216 GR WPB, HAND WHEEL, H=36"", W=19 1/2""",Gate Valve,CS300,"6""",6-P-1060,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,6,7358.275505,487.516266,27.7245,300,,New,,,,,,,,?-?,,SHOP,,36539,,6.625,,,,,,,,,,31.037,24.412,15.88,Inline,Continuous,Gate,False,,Manual,HandWheel,36,19.5,,,,,,
,"Gate Valve, Solid Wedge, 150 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 4"" ND, 150 LB, RF, ASME B16.10, 9"" LG, ASTM A216 GR WPB, HAND WHEEL, H=27"", W=11 3/4""",Gate Valve,CS150,"4""",6-P-1055,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,7858,357.5,47.168768,150,,New,,,,,,,P,?-?,,SHOP,,36540,,4.5,,,,,,,,,,49.418768,44.918768,9,Inline,Continuous,Gate,False,,Manual,HandWheel,27,11.75,,,,,,
,"Globe Valve, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GLOBE VALVE, 3"" ND, 300 LB, RF, ASME B16.10, 12 1/2"" LG, ASTM A216 GR WPB, HAND WHEEL, H=20 1/4"", W=11 3/4""",Globe Valve,CS300,"3""",6-P-1026,,"SKEY=VGFL,TYPE=VALVE",,FL,0,RF,,,in,3,7440.8345,498.38,173.974497,300,,New,,,,,,,,?-?,,SHOP,,36637,,3.5,,,,,,,,,,175.724497,172.224497,12.5,Inline,Continuous,Globe,False,,Manual,HandWheel,20.25,11.75,,,,,,
,"Check Valve, Swing, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB",ASME B16.10,,CS,ASTM A216 Gr WPB,"CHECK VALVE, SWING, 8"" ND, 300 LB, RF, ASME B16.10, 21"" LG, ASTM A216 GR WPB",Check Valve,CS300,"8""",6-P-1001,Swing,"SKEY=VCFL,TYPE=VALVE",,FL,0,RF,ASME B16.5,,in,8,7254.391598,1903.236458,49.4333,300,,New,,,,,,,P,?-?,,SHOP,,36680,,8.625,,,,,,,,,,53.7458,45.1208,21,Inline,Continuous,Check,True,,,,,,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A216 GR WPB, HAND WHEEL, H=27"", W=15 3/4""",Gate Valve,CS300,"4""",6-P-1039,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,7803.391598,2815.236458,49.481,300,,New,,,,,,,,?-?,,SHOP,,36933,,4.5,,,,,,,,,,51.731,47.231,12,Inline,Continuous,Gate,False,,Manual,HandWheel,27,15.75,,,,,,
,"Butterfly Valve, Offset, 300 LB, WFR, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 4"" ND, 300 LB, WFR, RF, ASME B16.10, 2 3/25"" LG, ASTM A216 GR WPB, HAND LEVER, H=6 3/4"", W=10 1/2""",Butterfly Valve,CS300,"4""",6-P-1023,Offset,"SKEY=VYFL,TYPE=VALVE",,WF,0,RF,ASME B16.5,,in,4,8360,1047.015,585.9055,300,,New,,,,,,,,?-?,,SHOP,,36984,,4.5,,,,,,,,,,588.1555,583.6555,2.12,Inline,Continuous,Butterfly,False,,Manual,HandLever,6.75,10.5,,,,,,
,CP IMPERIAL Valve,,,,,CP IMPERIAL Valve,Valve,CustomParts Imperial,"3""",6-P-1026,,"SKEY=VVFL,TYPE=VALVE",,FL,,,,,in,3,7463.064075,390.5,173.974497,300,,New,,,,,,,,?-?,,SHOP,,36994,,3.5,,,,,,,,,,175.724497,172.224497,17.5,Inline,,,False,False,,,,,,,,,,
,"Butterfly Valve, Offset, 300 LB, WFR, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 4"" ND, 300 LB, WFR, RF, ASME B16.10, 2 3/25"" LG, ASTM A216 GR WPB, HAND LEVER, H=6 3/4"", W=10 1/2""",Butterfly Valve,CS300,"4""",6-P-1026,Offset,"SKEY=VYFL,TYPE=VALVE",,WF,0,RF,ASME B16.5,,in,4,7384,567.015,585.9055,300,,New,,,,,,,,?-?,,SHOP,,37062,,4.5,,,,,,,,,,588.1555,583.6555,2.12,Inline,Continuous,Butterfly,False,,Manual,HandLever,6.75,10.5,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 6"" ND, 300 LB, RF, ASME B16.10, 15 22/25"" LG, ASTM A216 GR WPB, HAND WHEEL, H=36"", W=19 1/2""",Gate Valve,CS300,"6""",6-P-1002,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,6,7689.7245,754,27.7245,300,,New,,,,,,,P,?-?,,SHOP,,37230,,6.625,,,,,,,,,,31.037,24.412,15.88,Inline,Continuous,Gate,False,,Manual,HandWheel,36,19.5,,,,,,
,"Gate Valve, Double Disc, 300 LB, RF, ASME B16.10, ASTM A 351 Gr CF8M, Hand Wheel",ASME B16.10,,CS,ASTM A 351 Gr CF8M,"GATE VALVE, DOUBLE DISC, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A 351 GR CF8M, HAND WHEEL, H=27"", W=15 3/4""",Gate Valve,CS300,"4""",6-P-1031,Double Disc,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,8047.365925,756.941125,318,300,,New,,,,,,,,?-?,,SHOP,,37243,,4.5,,,,,,,,,,320.25,315.75,12,Inline,Continuous,Gate,False,,Manual,HandWheel,27,15.75,,,,,,
,"PRESSURE RELIEF VALVE, SPRING LOADED, N, RF, API 526",API 526,,,,"PRESSURE RELIEF VALVE, SPRING LOADED, 4"" N 6"", 300-150 LB, RF, API 526","Pressure Relief Valve, Spring Loaded",CS300,"4""x6""",6-P-1005,N,"TYPE=INSTRUMENT-ANGLE,SKEY=RAFL",,FL,,RF,,,in,4,8278.75,2001,1000.678998,300,,New,,,,,,,P,?-?,,SHOP,,37250,,4.5,,,,,,,,,,1002.928998,998.428998,,Angle,PressureRelief,Relief,True,False,,,,,False,,,,,
,"Check Valve, Swing, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB",ASME B16.10,,CS,ASTM A216 Gr WPB,"CHECK VALVE, SWING, 4"" ND, 300 LB, RF, ASME B16.10, 14"" LG, ASTM A216 GR WPB",Check Valve,CS300,"4""",6-P-1051,Swing,"SKEY=VCFL,TYPE=VALVE",,FL,0,RF,ASME B16.5,,in,4,7669.5,754,26.3445,300,,New,,,,,,,,?-?,,SHOP,,37334,,4.5,,,,,,,,,,28.5945,24.0945,14,Inline,Continuous,Check,True,,,,,,,,,,,
